Title,Author,Subjects,PublishYear,Link
Timon of Athens,William Shakespeare,N/A,1734,https://openlibrary.org/works/OL362223W
Une si longue lettre,Mariama Bâ,N/A,1980,https://openlibrary.org/works/OL4672081W
In the Hand of the Goddess,Tamora Pierce,N/A,1984,https://openlibrary.org/works/OL29250W
Shane,Jack Schaefer,N/A,1920,https://openlibrary.org/works/OL3916716W
The Ballad of Songbirds and Snakes,Suzanne Collins,N/A,2020,https://openlibrary.org/works/OL20716197W
The Little White Horse,Elizabeth Goudge,N/A,1920,https://openlibrary.org/works/OL535201W
Plays,August Strindberg,N/A,1906,https://openlibrary.org/works/OL789899W
"Flow my tears, the policeman said",Philip K. Dick,N/A,1974,https://openlibrary.org/works/OL2172518W
Heimskringla; Lives/Saga of the Norse Kings,Snorri Sturluson,N/A,1633,https://openlibrary.org/works/OL1133521W
Hippolytus,"Euripides, Euripides",N/A,1756,https://openlibrary.org/works/OL66497W
Henry And Mudge In The Sparkle Days,Cynthia Rylant,N/A,1988,https://openlibrary.org/works/OL64034W
Quattro topi nella giungla nera,Elisabetta Dami,N/A,2003,https://openlibrary.org/works/OL8115844W
The Eagle of the Ninth. 1400 Grundwörter.,"Rosemary Sutcliff, C. Walter Hodges",N/A,1954,https://openlibrary.org/works/OL1417723W
The League of the Scarlet Pimpernel,"Emmuska Orczy, Baroness Orczy",N/A,1919,https://openlibrary.org/works/OL286350W
Cyclops,"Clive Cussler, Oliver Cussler",N/A,1986,https://openlibrary.org/works/OL84916W
ההיסטוריה של המחר,Yuval Noah Harari,N/A,2015,https://openlibrary.org/works/OL17641518W
Mawsim al-hijrah ilá al-shamāl,"al-Ṭayyib Ṣāliḥ, Tayeb Salih, al-Ṭayyib Ṣāliḥ, Denys Johnson Davies",N/A,1969,https://openlibrary.org/works/OL2970107W
The Greatest Salesman in the World,Og Mandino,N/A,1968,https://openlibrary.org/works/OL2642712W
Pandora,Anne Rice,N/A,1998,https://openlibrary.org/works/OL77855W
Chapterhouse Dune,Frank Herbert,N/A,1985,https://openlibrary.org/works/OL893508W
Omnivore's Dilemma. A Natural History of Four Meals,"Michael Pollan, Richie Chevat, Raul Nagore",N/A,2006,https://openlibrary.org/works/OL3296483W
Nickel and Dimed,Barbara Ehrenreich,N/A,2001,https://openlibrary.org/works/OL2520811W
The Body,Bill Bryson,N/A,2019,https://openlibrary.org/works/OL20333471W
На Дрини ћуприја (Na Drini ćuprija),Ivo Andrić,N/A,1956,https://openlibrary.org/works/OL258416W
Castle Rackrent,"Maria Edgeworth, Richard Lovell Edgeworth",N/A,1800,https://openlibrary.org/works/OL1124049W
Life of George Washington,Washington Irving,N/A,1850,https://openlibrary.org/works/OL63991W
Naked in Death,Nora Roberts,N/A,1995,https://openlibrary.org/works/OL111460W
The Institute,Stephen King,N/A,2019,https://openlibrary.org/works/OL20126932W
Firefly Lane,Kristin Hannah,N/A,2008,https://openlibrary.org/works/OL488468W
My Family and other Animals,Gerald Malcolm Durrell,N/A,1956,https://openlibrary.org/works/OL10509141W
Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,N/A,1987,https://openlibrary.org/works/OL31923W
Jazz,Toni Morrison,N/A,1992,https://openlibrary.org/works/OL50563W
No Orchids for Miss Blandish,James Hadley Chase,N/A,1939,https://openlibrary.org/works/OL2838607W
Rainbow Valley,Lucy Maud Montgomery,N/A,1919,https://openlibrary.org/works/OL77756W
The Difference Engine,"William Gibson, Bruce Sterling",N/A,1990,https://openlibrary.org/works/OL27252W
Glory in Death,Nora Roberts,N/A,1995,https://openlibrary.org/works/OL445829W
Thief of Time,Terry Pratchett,N/A,2001,https://openlibrary.org/works/OL453686W
Flower Fables,Louisa May Alcott,N/A,1854,https://openlibrary.org/works/OL30056W
The Hero of Ages,Brandon Sanderson,N/A,2008,https://openlibrary.org/works/OL5738154W
Contemporary Nutrition,"Gordon M. Wardlaw, Anne M Smith, Paul M. Insel, Marcia F. Seyler, Angela L. Collene, Colleen K. Spees",N/A,1992,https://openlibrary.org/works/OL1853601W
Gregor and the Prophecy of Bane,Suzanne Collins,N/A,2004,https://openlibrary.org/works/OL5735350W
The Lemonade War,"Davies, Jacqueline",N/A,2007,https://openlibrary.org/works/OL4101318W
The Help,Kathryn Stockett,N/A,2009,https://openlibrary.org/works/OL11999891W
Houghton Mifflin Science,Houghton Mifflin Company Staff,N/A,2000,https://openlibrary.org/works/OL27467516W
Borderlands/La Frontera,Gloria Anzaldúa,N/A,1987,https://openlibrary.org/works/OL61326W
The Bear and the Dragon (Jack Ryan Novels),Tom Clancy,N/A,2000,https://openlibrary.org/works/OL159282W
Dragonsdawn,Anne McCaffrey,N/A,1988,https://openlibrary.org/works/OL73379W
The Prairie,James Fenimore Cooper,N/A,1800,https://openlibrary.org/works/OL77970W
The Way Things Work,David Macaulay,N/A,1988,https://openlibrary.org/works/OL15130328W
The Last of the Wine,Mary Renault,N/A,1956,https://openlibrary.org/works/OL3906362W
Witch & wizard,"James Patterson, Gabrielle Charbonnet",N/A,1999,https://openlibrary.org/works/OL14920182W
The Space Merchants,"Frederik Pohl, Cyril M. Kornbluth",N/A,1952,https://openlibrary.org/works/OL60943W
Midnight in the Garden of Good and Evil,John Berendt,N/A,1994,https://openlibrary.org/works/OL3524935W
Leviathan Wakes,James S. A. Corey,N/A,2009,https://openlibrary.org/works/OL16114008W
Cycle of the Werewolf,Stephen King,N/A,1983,https://openlibrary.org/works/OL81583W
Чайка,Антон Павлович Чехов,N/A,1915,https://openlibrary.org/works/OL55403W
Alchemist,Ben Jonson,N/A,1965,https://openlibrary.org/works/OL29561554W
The Ship of the Dead,Rick Riordan,N/A,2017,https://openlibrary.org/works/OL18147673W
The atmosphere,"Frederick K. Lutgens, Edward J. Tarbuck, Redina Herman, Dennis G. Tasa, Dennis Tasa",N/A,1979,https://openlibrary.org/works/OL29602W
The Curse of the Mummy's Tomb,Robert Lawrence Stine,N/A,1993,https://openlibrary.org/works/OL72301W
The Clue of the Twisted Candle,Edgar Wallace,N/A,1900,https://openlibrary.org/works/OL1518059W
The True Believer:Thoughts on the Nature of Mass Movements,"Eric Hoffer, Eric Hoffer",N/A,1951,https://openlibrary.org/works/OL927028W
The Hot Zone,"Richard Preston, Richard Preston, Preston, Richard",N/A,1994,https://openlibrary.org/works/OL761342W
Slippery Slope,"Lemony Snicket, Brett Helquist, Rose-Marie Vassallo",N/A,2003,https://openlibrary.org/works/OL27423194W
Carmina,Horace,N/A,1712,https://openlibrary.org/works/OL88217W
Kindred,"Octavia E. Butler, SparkNotes Staff",N/A,1979,https://openlibrary.org/works/OL35616W
Caraval,Stephanie Garber,N/A,2000,https://openlibrary.org/works/OL17715454W
Harold,"Edward Bulwer Lytton, Baron Lytton",N/A,1848,https://openlibrary.org/works/OL8088744W
Nuclear waste,United States. General Accounting Office,N/A,1900,https://openlibrary.org/works/OL565228W
Lays of ancient Rome,Thomas Babington Macaulay,N/A,1800,https://openlibrary.org/works/OL1237959W
Tiger Eyes,Judy Blume,N/A,1981,https://openlibrary.org/works/OL1838370W
The Works of Edgar Allan Poe in Five Volumes,Edgar Allan Poe,N/A,1903,https://openlibrary.org/works/OL273463W
Verlorene Ehre der Katharina Blum,Heinrich Böll,N/A,1974,https://openlibrary.org/works/OL15394878W
Lyddie,Katherine Paterson,N/A,1991,https://openlibrary.org/works/OL17734700W
The Bat,Mary Roberts Rinehart,N/A,1926,https://openlibrary.org/works/OL137388W
Mossflower,Brian Jacques,N/A,1988,https://openlibrary.org/works/OL25672716W
The Miraculous Journey of Edward Tulane,Kate DiCamillo,N/A,2000,https://openlibrary.org/works/OL468661W
The Principles of Scientific Management,Frederick Winslow Taylor,N/A,1911,https://openlibrary.org/works/OL1866671W
The Emperor of All Maladies,"Siddhartha Mukherjee, Nessa Carey",N/A,2010,https://openlibrary.org/works/OL15540668W
Winnie-the-Pooh and Some Bees,A. A. Milne,N/A,1975,https://openlibrary.org/works/OL14954371W
Dog Man,Dav Pilkey,N/A,2015,https://openlibrary.org/works/OL17610986W
"Vector Mechanics for Engineers, Statics & Dynamics","Ferdinand Pierre Beer, E. Russell Johnston, Jr., William E. Clausen, George Staab, Elliot R. Eisenberg, David Mazurek, Phillip J. Cornwell, Brian Self",N/A,1962,https://openlibrary.org/works/OL279741W
Le chevalier de Maison-Rouge,"Alexandre Dumas, Auguste Maquet",N/A,1840,https://openlibrary.org/works/OL36775W
Anne Hooper's pocket Kama Sutra,"Anne Hooper, Ulrike Kerstiens",N/A,1994,https://openlibrary.org/works/OL1698246W
Cause of Death,Patricia Cornwell,N/A,1995,https://openlibrary.org/works/OL263809W
Ender's Shadow,Orson Scott Card,N/A,1999,https://openlibrary.org/works/OL49496W
Historia ecclesiastica gentis Anglorum,Saint Bede the Venerable,N/A,1475,https://openlibrary.org/works/OL1322922W
A House for Hermit Crab,Eric Carle,N/A,1987,https://openlibrary.org/works/OL52973W
Flow,Mihaly Csikszentmihalyi,N/A,1990,https://openlibrary.org/works/OL278571W
A strange manuscript found in a copper cylinder,James De Mille,N/A,1888,https://openlibrary.org/works/OL96167W
The Boy Who Harnessed the Wind,"William Kamkwamba, Bryan Mealer, Korey Jackson",N/A,2009,https://openlibrary.org/works/OL15190422W
Merrick,Anne Rice,N/A,2000,https://openlibrary.org/works/OL77848W
Aphrodite (ancient manners),"Pierre Louÿs, Jean-Paul Goujon, Prepared by Pierre Louys; Willis L. Parker, Georges Bess, Milo Manara",N/A,1848,https://openlibrary.org/works/OL1237227W
Darkness Comes,Dean Koontz,N/A,1984,https://openlibrary.org/works/OL263267W
A Fine Balance,Rohinton Mistry,N/A,1995,https://openlibrary.org/works/OL2980902W
Southern Horrors,"Ida B. Wells-Barnett, I. Garland Penn, T. Thomas Fortune",N/A,1892,https://openlibrary.org/works/OL21963355W
Web of Dreams,V. C. Andrews,N/A,1920,https://openlibrary.org/works/OL134878W
Trainspotting,Irvine Welsh,N/A,1993,https://openlibrary.org/works/OL816259W
Notes of a Native Son,James Baldwin,N/A,1955,https://openlibrary.org/works/OL2683365W
Just Kids,"Patti Smith, Patti Smith, Héloïse Esquié",N/A,2006,https://openlibrary.org/works/OL15474046W
The history of British India,"H. H. Wilson, James Mill",N/A,1817,https://openlibrary.org/works/OL68023W
Adolphe,"Benjamin Constant, B. Constant, Benjamin Constant, Harold Nicolson, Carl Wildman",N/A,1816,https://openlibrary.org/works/OL55151W
Novelas ejemplares,Miguel de Cervantes Saavedra,N/A,1626,https://openlibrary.org/works/OL273392W
Nineteen Minutes,Jodi Picoult,N/A,2006,https://openlibrary.org/works/OL891945W
2061,Arthur C. Clarke,N/A,1987,https://openlibrary.org/works/OL17408W
Valley of the dolls,Jacqueline Susann,N/A,1966,https://openlibrary.org/works/OL2659139W
Die Vermessung der Welt,Daniel Kehlmann,N/A,2005,https://openlibrary.org/works/OL991411W
The Curse of Chalion,Lois McMaster Bujold,N/A,1991,https://openlibrary.org/works/OL56910W
The Little Friend (The Little Friend),Donna Tartt,N/A,2000,https://openlibrary.org/works/OL4321136W
Dark Witch,Nora Roberts,N/A,2013,https://openlibrary.org/works/OL17116778W
The Black Moth,Georgette Heyer,N/A,1921,https://openlibrary.org/works/OL4092663W
Essential Cell Biology,"Bruce Alberts, Dennis Bray, Karen Hopkin, Alexander D Johnson, Julian Lewis, Martin Raff, Keith Roberts, Peter Walter",N/A,1997,https://openlibrary.org/works/OL7938487W
Hornblower in the West Indies,C. S. Forester,N/A,1958,https://openlibrary.org/works/OL1937776W
Gift from the sea,Anne Morrow Lindbergh,N/A,1955,https://openlibrary.org/works/OL3014037W
"How I Made $2,000,000 In The Stock Market",Nicolas Darvas,N/A,1960,https://openlibrary.org/works/OL6662939W
The Invasion,Katherine Applegate,N/A,1996,https://openlibrary.org/works/OL8115287W
The gift of the Magi,O. Henry,N/A,1906,https://openlibrary.org/works/OL181953W
The Cay,Theodore Taylor,N/A,1969,https://openlibrary.org/works/OL270974W
Born in Ice,Nora Roberts,N/A,1995,https://openlibrary.org/works/OL111604W
Mindhunter,"John E. Douglas, Mark Olshaker",N/A,1995,https://openlibrary.org/works/OL119421W
The Lorax,Dr. Seuss,N/A,1911,https://openlibrary.org/works/OL261155W
Pawn of Prophecy,David Eddings,N/A,1982,https://openlibrary.org/works/OL1922990W
Molecular biology of the gene,"James D. Watson, Nancy H. Hopkins, Jeffrey W. Roberts, Joan Argetsinger Steitz, Alan M. Weiner",N/A,1965,https://openlibrary.org/works/OL222777W
The Power,Naomi Alderman,N/A,1998,https://openlibrary.org/works/OL17607742W
Frenchman's Creek,Daphne du Maurier,N/A,1940,https://openlibrary.org/works/OL7917284W
El amante japonés,Isabel Allende,N/A,2000,https://openlibrary.org/works/OL17357601W
First thing first,"Stephen R. Covey, A. Roger Merrill, Rebecca R. Merrill",N/A,1994,https://openlibrary.org/works/OL2629998W
Psychology,"Carole Wade, Carol Tavris",N/A,1987,https://openlibrary.org/works/OL15844725W
Pacific Vortex!,Clive Cussler,N/A,1982,https://openlibrary.org/works/OL84905W
Rinkitink in Oz,L. Frank Baum,N/A,1916,https://openlibrary.org/works/OL262376W
"Oh, the Places You'll Go!",Dr. Seuss,N/A,1990,https://openlibrary.org/works/OL261196W
The Hostile Hospital,"Lemony Snicket, Brett Helquist, Michael Kupperman",N/A,2001,https://openlibrary.org/works/OL15104028W
Shadow of the Hegemon,Orson Scott Card,N/A,2001,https://openlibrary.org/works/OL49564W
A Fire upon the Deep,Vernor Vinge,N/A,1992,https://openlibrary.org/works/OL1975714W
Luftslottet som sprängdes,Stieg Larsson,N/A,2007,https://openlibrary.org/works/OL14909364W
The Woman Who Rides Like a Man,Tamora Pierce,N/A,1986,https://openlibrary.org/works/OL29282W
Development through the lifespan,Laura E. Berk,N/A,1998,https://openlibrary.org/works/OL14471W
Shadow and Bone,Leigh Bardugo,N/A,2012,https://openlibrary.org/works/OL16239519W
Sozialgeschichte der Kunst und Literatur,"Arnold Hauser, S. Godman, Harris, Jonathan, Jonathan Harris",N/A,1951,https://openlibrary.org/works/OL1331984W
The Immortal Life of Henrietta Lacks,Rebecca Skloot,N/A,2009,https://openlibrary.org/works/OL13850788W
Là-bas,Joris-Karl Huysmans,N/A,1890,https://openlibrary.org/works/OL2239400W
Astoria,Washington Irving,N/A,1800,https://openlibrary.org/works/OL63862W
The Refugees,Arthur Conan Doyle,N/A,1891,https://openlibrary.org/works/OL262591W
Opera,Publius Vergilius Maro,N/A,1502,https://openlibrary.org/works/OL13086557W
Dinner at the Homesick Restaurant,Anne Tyler,N/A,1982,https://openlibrary.org/works/OL28279W
Fat is a feminist issue,"Susie Orbach, S ORBACH, Susie Orbach        , Susie Orbach",N/A,1978,https://openlibrary.org/works/OL508163W
Flickan som lekte med elden,Stieg Larsson,N/A,2006,https://openlibrary.org/works/OL5784621W
The Tragical History of the Life and Death of Doctor Faustus,Christopher Marlowe,N/A,1609,https://openlibrary.org/works/OL45714W
The Chimes,"Charles Dickens, Richard Doyle, William Clarkson Stanfield, Sajad Hussain, Oscar Ellis, Michael Clay Thompson",N/A,1800,https://openlibrary.org/works/OL14868619W
The Terror,Dan Simmons,N/A,2007,https://openlibrary.org/works/OL1963316W
The Wise Man’s Fear,Patrick Rothfuss,N/A,2011,https://openlibrary.org/works/OL8479869W
The Carnivorous Carnival,"Lemony Snicket, Brett Helquist, Michael Kupperman",N/A,2002,https://openlibrary.org/works/OL15104132W
Pretties,Scott Westerfeld,N/A,2005,https://openlibrary.org/works/OL547147W
2020-2021,Love Write,N/A,2020,https://openlibrary.org/works/OL27246073W
Letters on demonology and witchcraft,Sir Walter Scott,N/A,1830,https://openlibrary.org/works/OL863779W
A Prayer for Owen Meany,John Irving,N/A,1989,https://openlibrary.org/works/OL14858723W
Penultimate Peril,"Lemony Snicket, Brett Helquist, Michael Kupperman, Rose-Marie Vassallo-Villaneau",N/A,2005,https://openlibrary.org/works/OL26500589W
The city in history,"Lewis Mumford, MANG FU DE (Mumford Lewis)",N/A,1961,https://openlibrary.org/works/OL1879188W
Yogasūtra,Patañjali.,N/A,1890,https://openlibrary.org/works/OL300151W
Wir Kinder vom Bahnhof Zoo,"Christiane Felscherinow, Kai Hermann, Horst Rieck, Sonja Vukovic",N/A,1978,https://openlibrary.org/works/OL8368141W
The Three Little Pigs,James Orchard Halliwell-Phillipps,N/A,1962,https://openlibrary.org/works/OL265468W
Tristes Tropiques,"Claude Lévi-Strauss, Wang zhi ming",N/A,1955,https://openlibrary.org/works/OL8261409W
Dragons of Autumn Twilight,"Margaret Weis, Tracy Hickman, Paul Boehmer, Andrew Dabb, Steve Kurth, Stefano Raffaele, Margarett Weiss",N/A,1984,https://openlibrary.org/works/OL73410W
The Queen's gambit,Walter S. Tevis,N/A,1983,https://openlibrary.org/works/OL83884W
Quatrevingt-treize,Victor Hugo,N/A,1800,https://openlibrary.org/works/OL15202029W
The Shivering Sands,Victoria Holt,N/A,1750,https://openlibrary.org/works/OL3453399W
The Blue Fairy Book,"Andrew Lang, Henry Justice Ford, G. P. Jacomb Hood, H. Ford, P. Hood",N/A,1889,https://openlibrary.org/works/OL1088770W
Mattimeo (Redwall #3),"Brian Jacques, Brajan Dzhejks",N/A,1989,https://openlibrary.org/works/OL25672713W
Doctor Thorne,Anthony Trollope,N/A,1858,https://openlibrary.org/works/OL109881W
The Abolition of Man,C.S. Lewis,N/A,1943,https://openlibrary.org/works/OL71117W
Dark Places,Gillian Flynn,N/A,2009,https://openlibrary.org/works/OL5842017W
Suite française,Irène Némirovsky,N/A,2004,https://openlibrary.org/works/OL1308096W
Meditations and contemplations,James Hervey,N/A,1748,https://openlibrary.org/works/OL1137831W
How we think,John Dewey,N/A,1909,https://openlibrary.org/works/OL111357W
One of Ours,Willa Cather,N/A,1922,https://openlibrary.org/works/OL12830W
The Sea-Hawk,Rafael Sabatini,N/A,1900,https://openlibrary.org/works/OL8070951W
Private,"James Patterson, Maxine Paetro",N/A,2008,https://openlibrary.org/works/OL14920152W
All Creatures Great and Small (All Creatures Great and Small #1-2),James Herriot,N/A,1972,https://openlibrary.org/works/OL42308W
The Hour of the Dragon,Robert E. Howard,N/A,1977,https://openlibrary.org/works/OL2848500W
Little Birds,Anaïs Nin,N/A,1979,https://openlibrary.org/works/OL278313W
The Summer of the Swans,Betsy Cromer Byars,N/A,1970,https://openlibrary.org/works/OL279226W
The Tell-Tale Heart,Edgar Allan Poe,N/A,1976,https://openlibrary.org/works/OL41059W
The Testaments,Margaret Atwood,N/A,2019,https://openlibrary.org/works/OL20129837W
Dragondrums,Anne McCaffrey,N/A,1979,https://openlibrary.org/works/OL73375W
The Blank Slate,"Steven Pinker, Victor Bevine, Roc Filella Escolà, ʻImanuʾel Loṭem",N/A,2002,https://openlibrary.org/works/OL477826W
It's Not the End of the World,Judy Blume,N/A,1970,https://openlibrary.org/works/OL1838410W
Being Mortal,Atul Gawande,N/A,2014,https://openlibrary.org/works/OL17079567W
Sketches by Boz,"Charles Dickens, Marcus Stone, George Cruikshank",N/A,1800,https://openlibrary.org/works/OL8721464W
The Black Box,Edward Phillips Oppenheim,N/A,1915,https://openlibrary.org/works/OL2681008W
Il Codice del Drago,Elisabetta Dami,N/A,2005,https://openlibrary.org/works/OL15168089W
The Golem's Eye,Jonathan Stroud,N/A,2004,https://openlibrary.org/works/OL85678W
The Looming Tower,Lawrence Wright,N/A,2006,https://openlibrary.org/works/OL193645W
Cape Cod,Henry David Thoreau,N/A,1864,https://openlibrary.org/works/OL55724W
Elizabeth and Her German Garden,"Elizabeth von Arnim, Ulrich Baer",N/A,1898,https://openlibrary.org/works/OL1972840W
Fate Is the Hunter,Ernest K. Gann,N/A,1961,https://openlibrary.org/works/OL4416196W
The Truth,"Terry Pratchett, Stephen Briggs",N/A,1995,https://openlibrary.org/works/OL453693W
The Summer I Turned Pretty,Jenny Han,N/A,2000,https://openlibrary.org/works/OL5819962W
The Black Stallion,Walter Farley,N/A,1941,https://openlibrary.org/works/OL869965W
Escape from Freedom,Erich Fromm,N/A,1941,https://openlibrary.org/works/OL1184906W
Blood and Gold,Anne Rice,N/A,1998,https://openlibrary.org/works/OL77795W
The Image of the City,Kevin Lynch,N/A,1960,https://openlibrary.org/works/OL4477193W
The Best of Me,Nicholas Sparks,N/A,2011,https://openlibrary.org/works/OL15729059W
La Nuit du Titanic,Walter Lord,N/A,1955,https://openlibrary.org/works/OL1843658W
Il Fantasma del Metrò,Elisabetta Dami,N/A,2000,https://openlibrary.org/works/OL8115828W
A Kiss Before Dying,Ira Levin,N/A,1953,https://openlibrary.org/works/OL28321W
Doodle Art,Doodle Art,N/A,1991,https://openlibrary.org/works/OL9280200W
Calculus,James Stewart,N/A,1986,https://openlibrary.org/works/OL100903W
This Present Darkness,Frank E. Peretti,N/A,1986,https://openlibrary.org/works/OL26292665W
Chinese Cinderella,Adeline Yen Mah,N/A,1999,https://openlibrary.org/works/OL121492W
His Dark Materials,Philip Pullman,N/A,2000,https://openlibrary.org/works/OL28986W
Os Maias,Eça de Queiroz,N/A,1900,https://openlibrary.org/works/OL846513W
Tattoo Coloring Book,Jenny Olsen,N/A,2020,https://openlibrary.org/works/OL26640082W
A history of the modern world,"R. R. Palmer, Palmer, Joel G. Colton",N/A,1950,https://openlibrary.org/works/OL3477033W
Love for Love,William Congreve,N/A,1695,https://openlibrary.org/works/OL1365176W
Eugenics and Other Evils,Gilbert Keith Chesterton,N/A,1922,https://openlibrary.org/works/OL76446W
The mists of Avalon,Marion Zimmer Bradley,N/A,1979,https://openlibrary.org/works/OL23793W
La Mort heureuse,Albert Camus,N/A,1971,https://openlibrary.org/works/OL1230571W
Demon Seed,Dean Koontz,N/A,1973,https://openlibrary.org/works/OL263284W
The Whistler,John Grisham,N/A,2016,https://openlibrary.org/works/OL17846634W
The Maine Woods,Henry David Thoreau,N/A,1803,https://openlibrary.org/works/OL55721W
The Life of Charlotte Bronte,Elizabeth Cleghorn Gaskell,N/A,1857,https://openlibrary.org/works/OL1103197W
Otto of the Silver Hand,"Howard Pyle, Howard Pyle",N/A,1888,https://openlibrary.org/works/OL2021957W
The plays of Oscar Wilde,Oscar Wilde,N/A,1905,https://openlibrary.org/works/OL14877434W
The Power of Now,Eckhart Tolle,N/A,1997,https://openlibrary.org/works/OL5727686W
Чернобыльская молитва,Светлана Алексиевич,N/A,1997,https://openlibrary.org/works/OL1725867W
Henry and Mudge,Cynthia Rylant,N/A,1987,https://openlibrary.org/works/OL64169W
Where the Sidewalk Ends,Shel Silverstein,N/A,1974,https://openlibrary.org/works/OL3368289W
The complete economy of human life,"Robert Dodsley, John Hill, Hill, John, Philip Dormer Stanhope, 4th Earl of Chesterfield",N/A,1750,https://openlibrary.org/works/OL1064881W
The Fall of Hyperion,Dan Simmons,N/A,1990,https://openlibrary.org/works/OL1963251W
Adam Bede,George Eliot,N/A,1859,https://openlibrary.org/works/OL20935W
Keeper of the Lost Cities,Shannon Messenger,N/A,2012,https://openlibrary.org/works/OL16361049W
Geography,"Harm J. de Blij, Peter O. Muller",N/A,1971,https://openlibrary.org/works/OL1942105W
Enten-eller,Søren Kierkegaard,N/A,1843,https://openlibrary.org/works/OL112738W
Se una notte d'inverno un viaggiatore,Italo Calvino,N/A,1979,https://openlibrary.org/works/OL15321W
JavaScript,David Flanagan,N/A,1996,https://openlibrary.org/works/OL1643770W
Death's End (The Three-Body Problem Series Book 3),刘慈欣,N/A,2010,https://openlibrary.org/works/OL17610507W
Hoot,Carl Hiaasen,N/A,2002,https://openlibrary.org/works/OL463581W
The Boys in the Boat,Daniel James Brown,N/A,2013,https://openlibrary.org/works/OL17038299W
A Dangerous Path,Erin Hunter,N/A,2004,https://openlibrary.org/works/OL5714284W
Paradise Lost,John Milton,N/A,2017,https://openlibrary.org/works/OL29609413W
Dictionary of Daily Life in Biblical and Post-Biblical Antiquity,"Edwin M. Yamauchi, Wilson, Marvin R.",N/A,2016,https://openlibrary.org/works/OL25702285W
Atlantis Found,Clive Cussler,N/A,1999,https://openlibrary.org/works/OL84866W
The After House,Mary Roberts Rinehart,N/A,1914,https://openlibrary.org/works/OL137397W
The Thief of Always,Clive Barker,N/A,1992,https://openlibrary.org/works/OL257791W
Mars and Venus in the bedroom,John Gray,N/A,1995,https://openlibrary.org/works/OL1965529W
Conversación en La Catedral,Mario Vargas Llosa,N/A,1969,https://openlibrary.org/works/OL857552W
Men in Love: Men's Sexual Fantasies,Nancy Friday,N/A,1980,https://openlibrary.org/works/OL733143W
Frederica,Georgette Heyer,N/A,1965,https://openlibrary.org/works/OL4092648W
Wild Magic,Tamora Pierce,N/A,1992,https://openlibrary.org/works/OL29261W
The Cement Garden,Ian McEwan,N/A,1978,https://openlibrary.org/works/OL1855884W
Paul et Virginie,Bernardin de Saint-Pierre,N/A,1789,https://openlibrary.org/works/OL1077449W
The Beasts of Tarzan,Edgar Rice Burroughs,N/A,1916,https://openlibrary.org/works/OL1418146W
How Do Dinosaurs Say Good Night?,Jane Yolen,N/A,2000,https://openlibrary.org/works/OL15161074W
Sea Tales,James Fenimore Cooper,N/A,1823,https://openlibrary.org/works/OL77972W
Criminology,Larry J. Siegel,N/A,1983,https://openlibrary.org/works/OL2692628W
Czas pogardy,Andrzej Sapkowski,N/A,1995,https://openlibrary.org/works/OL2577481W
Claudia and Mean Janine,Ann M. Martin,N/A,1987,https://openlibrary.org/works/OL817957W
Far away and long ago,W. H. Hudson,N/A,1918,https://openlibrary.org/works/OL879152W
Postern of Fate,Agatha Christie,N/A,1973,https://openlibrary.org/works/OL471907W
Acres of diamonds,"Russell Herman Conwell, Robert Shackleton - undifferentiated, John Wanamaker, Robert Collier, John Wanamaker",N/A,1901,https://openlibrary.org/works/OL3920712W
The Claiming of Sleeping Beauty,Anne Rice,N/A,1983,https://openlibrary.org/works/OL77834W
Klara and the Sun,Kazuo Ishiguro,N/A,2019,https://openlibrary.org/works/OL20883297W
Lore Olympus,Rachel Smythe,N/A,2021,https://openlibrary.org/works/OL24219093W
The Women Of Brewster Place,Gloria Naylor,N/A,1982,https://openlibrary.org/works/OL134420W
The Haunted House,"Charles Dickens, Elizabeth Cleghorn Gaskell",N/A,1859,https://openlibrary.org/works/OL14869112W
The Silent Patient,Alex Michaelides,N/A,2018,https://openlibrary.org/works/OL19096402W
The pigman,Paul Zindel,N/A,1968,https://openlibrary.org/works/OL15839090W
Sprig Muslin,Georgette Heyer,N/A,1956,https://openlibrary.org/works/OL4092690W
The Raven Boys,Maggie Stiefvater,N/A,2012,https://openlibrary.org/works/OL17557879W
Dancer from the Dance,Andrew Holleran,N/A,1978,https://openlibrary.org/works/OL79305W
The Code Book,Simon Singh,N/A,1999,https://openlibrary.org/works/OL31157W
The 7 Habits of Highly Effective Teens,"Sean Covey, Stephen R. Covey",N/A,1998,https://openlibrary.org/works/OL482313W
The Unknown Ajax,Georgette Heyer,N/A,1959,https://openlibrary.org/works/OL4092673W
Journey Under The Sea,R. A. Montgomery,N/A,1977,https://openlibrary.org/works/OL2928243W
Influence,Robert B. Cialdini,N/A,1983,https://openlibrary.org/works/OL3902892W
The Soul of a New Machine,Tracy Kidder,N/A,1981,https://openlibrary.org/works/OL98218W
Chicka chicka boom boom,"Bill Martin Jr., John Archambault",N/A,1989,https://openlibrary.org/works/OL59121W
The Magic School Bus,Joanna Cole,N/A,1994,https://openlibrary.org/works/OL83104W
The Moviegoer,Walker Percy,N/A,1961,https://openlibrary.org/works/OL38282W
Sodome et Gomorrhe,Marcel Proust,N/A,1919,https://openlibrary.org/works/OL1190284W
Anansi the Spider,Gerald McDermott,N/A,1972,https://openlibrary.org/works/OL2009972W
The Colorado Kid,Stephen King,N/A,1978,https://openlibrary.org/works/OL149171W
