Title,Author,Subjects,PublishYear,Link
Legend,Marie Lu,N/A,2011,https://openlibrary.org/works/OL16334220W
Redshirts,John Scalzi,N/A,2012,https://openlibrary.org/works/OL16564627W
The American Claimant,Mark Twain,N/A,1881,https://openlibrary.org/works/OL54153W
Fading Echoes,Erin Hunter,N/A,2010,https://openlibrary.org/works/OL5714273W
Triplanetary,"E. D. Smith, Edward Elmer Smith, Frederick E. Smith, E. E. Smith, Edward E. Smith, “Doc” E.E. Smith, E. E. &quot;Doc&quot; Smith, E. E. Smith, E.E. ""Doc Smith, Edward Elmer  Smith, Edward ""Doc"" Smith, Edward Doc"" Smith",N/A,1948,https://openlibrary.org/works/OL2685469W
"That was then, this is now",S. E. Hinton,N/A,1971,https://openlibrary.org/works/OL2718327W
Innumeracy,John Allen Paulos,N/A,1988,https://openlibrary.org/works/OL1960756W
Nils Holgerssons underbara resa genom Sverige,Selma Lagerlöf,N/A,1907,https://openlibrary.org/works/OL644990W
I'll Give You the Sun,Jandy Nelson,N/A,2014,https://openlibrary.org/works/OL17081977W
Mistero sull'Orient Express,Elisabetta Dami,N/A,2010,https://openlibrary.org/works/OL16805496W
The Girl with All the Gifts,M. R. Carey,N/A,2014,https://openlibrary.org/works/OL17038327W
The Way of Shadows,Brent Weeks,N/A,2008,https://openlibrary.org/works/OL15015332W
Letters from a father to his daughter,Jawaharlal Nehru,N/A,1930,https://openlibrary.org/works/OL296153W
The power of the dog,Thomas Savage,N/A,1967,https://openlibrary.org/works/OL4649200W
Foster,Claire Keegan,N/A,1900,https://openlibrary.org/works/OL19956847W
The secret of Father Brown,"Gilbert Keith Chesterton, Andronum (cover illustrator)",N/A,1927,https://openlibrary.org/works/OL76464W
Pete the Cat. I Love My White Shoes,"Eric Litwin, James Dean",N/A,2008,https://openlibrary.org/works/OL15082793W
"History of Egypt, Chaldea, Syria, Babylonia, And Assyria",Gaston Maspero,N/A,1901,https://openlibrary.org/works/OL1101827W
The Atlas Six,Olivie Blake,N/A,2020,https://openlibrary.org/works/OL24339611W
Leif the Lucky,"Ingri Parin D'Aulaire, Edgar Parin D'Aulaire",N/A,1941,https://openlibrary.org/works/OL4771359W
Powerless,Lauren Roberts,N/A,2023,https://openlibrary.org/works/OL34774028W
Maroo of the Winter Caves,Ann Turnbull,N/A,1984,https://openlibrary.org/works/OL2964475W
How the King of Elfhame Learned to Hate Stories,"Holly Black, Rovina Cai, LitJoy Crate",N/A,2020,https://openlibrary.org/works/OL20831007W
The Little Paris Bookshop,"Nina George, Nina George",N/A,2015,https://openlibrary.org/works/OL18020346W
The Perfect Date,Robert Lawrence Stine,N/A,1996,https://openlibrary.org/works/OL72323W
Maximum Ride. The Manga 1,NaRae Lee,N/A,2009,https://openlibrary.org/works/OL13770232W
The Winds of War,Herman Wouk,N/A,1971,https://openlibrary.org/works/OL729146W
Horus Rising,Dan Abnett,N/A,2006,https://openlibrary.org/works/OL5843391W
Grande ritorno nel Regno della Fantasia 2,Elisabetta Dami,N/A,2011,https://openlibrary.org/works/OL17591401W
Motivation and personality,Abraham H. Maslow,N/A,1954,https://openlibrary.org/works/OL1807541W
"Teach Us, Amelia Bedelia","Peggy Parish, Lynn Sweat",N/A,1977,https://openlibrary.org/works/OL1932956W
Station Eleven,Emily St. John Mandel,N/A,2014,https://openlibrary.org/works/OL17202418W
A Burnt-Out Case,Graham Greene,N/A,1960,https://openlibrary.org/works/OL106080W
Mathilda,Mary Shelley,N/A,1959,https://openlibrary.org/works/OL450120W
Le crime d'Orcival,Émile Gaboriau,N/A,1867,https://openlibrary.org/works/OL1546081W
The Truth About Stacey,Raina Telgemeier,N/A,2006,https://openlibrary.org/works/OL8756332W
The Fear Street Saga - The Betrayal,Robert Lawrence Stine,N/A,1993,https://openlibrary.org/works/OL72408W
Fences,August Wilson,N/A,1986,https://openlibrary.org/works/OL2983763W
The Yellow Fairy Book (Large Print),"Andrew Lang, Henry Justice Ford, Henry Ford, Leonora Blanche Lang",N/A,1894,https://openlibrary.org/works/OL1088888W
The sovereign individual,James Dale Davidson,N/A,1997,https://openlibrary.org/works/OL3350985W
Fear Street - The Surprise Party,Robert Lawrence Stine,N/A,1989,https://openlibrary.org/works/OL72342W
Five minutes' peace,Jill Murphy,N/A,1986,https://openlibrary.org/works/OL496120W
Introduction to Algorithms,"Thomas H. Cormen, Charles E. Leiserson, Ronald L. Rivest, Clifford Stein",N/A,1990,https://openlibrary.org/works/OL4781294W
Summer Knight,Jim Butcher,N/A,2002,https://openlibrary.org/works/OL5961786W
The Lost Metal,Brandon Sanderson,N/A,2022,https://openlibrary.org/works/OL26769924W
The Labyrinth of Solitude,Octavio Paz,N/A,1961,https://openlibrary.org/works/OL743252W
Aspects of the novel,"E. M. Forster, Oliver Stallybrass",N/A,1927,https://openlibrary.org/works/OL88875W
Emperor Mage (Immortals #3),Tamora Pierce,N/A,1994,https://openlibrary.org/works/OL29247W
The Freedom Writers Diary,"Erin Gruwell, Freedom Writers., Freedom Writers, Zlata Filipović, The Freedom Writers",N/A,1999,https://openlibrary.org/works/OL8526561W
The Signal-man,"Charles Dickens, Sajad Hussain",N/A,1972,https://openlibrary.org/works/OL14869543W
Grande Ritorno Nel Regno Della Fantasia,Elisabetta Dami,N/A,2007,https://openlibrary.org/works/OL17063347W
Percy Jackson's Greek heroes,Rick Riordan,N/A,2015,https://openlibrary.org/works/OL19669249W
The defining decade,Meg Jay,N/A,2012,https://openlibrary.org/works/OL16263576W
Why men don't listen & women can't read maps,"Barbara Pease, Allan Pease",N/A,1998,https://openlibrary.org/works/OL5847081W
The Red Scrolls of Magic,"Wesley Chu, Cassandra Clare",N/A,2019,https://openlibrary.org/works/OL20480768W
Marriage on the Rebound,Michelle Reid,N/A,1997,https://openlibrary.org/works/OL4233136W
The Gift of Loving,Patricia Wilson,N/A,1991,https://openlibrary.org/works/OL8315358W
On Beauty,"Zadie Smith, Peter Francis James, Adjoa Andoh, Philippe Aronson, Ana María de la Fuente Suárez",N/A,2005,https://openlibrary.org/works/OL481148W
Empire of Pain,"Patrick Radden Keefe, Ricard Gil",N/A,2021,https://openlibrary.org/works/OL24218388W
Journey to Topaz,Yoshiko Uchida,N/A,1971,https://openlibrary.org/works/OL2617001W
On the Same Day in March,"Marilyn Singer, Frane Lessac",N/A,2000,https://openlibrary.org/works/OL1898929W
Battlefield of the Mind,Joyce Meyer,N/A,1995,https://openlibrary.org/works/OL803597W
Cleopatra,H. Rider Haggard,N/A,1889,https://openlibrary.org/works/OL17531W
The ball and the cross,"Gilbert Keith Chesterton, Damian Andre",N/A,1909,https://openlibrary.org/works/OL76470W
The Priory of the Orange Tree,"Samantha Shannon, Jorge Rizzo",N/A,2018,https://openlibrary.org/works/OL20157354W
The Stranger at the Pentagon,Frank E. Stranges,N/A,1967,https://openlibrary.org/works/OL2164769W
How to Make Friends with the Dark,Kathleen Glasgow,N/A,2019,https://openlibrary.org/works/OL20149092W
The Dangerous Gift,Tui T. Sutherland,N/A,2020,https://openlibrary.org/works/OL20895325W
The Complete Book of Magic and Witchcraft,Kathryn Paulsen,N/A,1970,https://openlibrary.org/works/OL7302648W
I Survived,"Lauren Tarshis, Jennifer Bronstein, Scott Dawson",N/A,2012,https://openlibrary.org/works/OL17104595W
How to Be an Antiracist,"Ibram X. Kendi, Cristina Lizarbe",N/A,2019,https://openlibrary.org/works/OL20086330W
The Age of Surveillance Capitalism,Shoshana Zuboff,N/A,2018,https://openlibrary.org/works/OL18201749W
Leo the Late Bloomer,Robert Kraus,N/A,1971,https://openlibrary.org/works/OL99687W
Tarot,Eileen Connolly,N/A,1979,https://openlibrary.org/works/OL4519185W
The House of the Scorpion,Nancy Farmer,N/A,2002,https://openlibrary.org/works/OL2696044W
The light we lost,Jill Santopolo,N/A,2017,https://openlibrary.org/works/OL20053653W
Conan,Robert E. Howard,N/A,1967,https://openlibrary.org/works/OL3384310W
Arc de triomphe,Erich Maria Remarque,N/A,1945,https://openlibrary.org/works/OL1209319W
The Affair at the Semiramis Hotel,A. E. W. Mason,N/A,1917,https://openlibrary.org/works/OL532398W
1980 census of housing,United States. Bureau of the Census,N/A,1983,https://openlibrary.org/works/OL33456453W
Scorpia,Anthony Horowitz,N/A,2004,https://openlibrary.org/works/OL80761W
The Bear and the Nightingale,Katherine Arden,N/A,2017,https://openlibrary.org/works/OL19622946W
The museum experience revisited,"John H. Falk, Lynn D. Dierking, Marsha Semmel",N/A,1992,https://openlibrary.org/works/OL16705133W
The Ultimate Betrayal,Michelle Reid,N/A,1995,https://openlibrary.org/works/OL4233169W
Permanent Record,Edward Snowden,N/A,2019,https://openlibrary.org/works/OL20080323W
How to Master the Art of Selling,Tom Hopkins,N/A,1980,https://openlibrary.org/works/OL2033583W
La Nuit des temps,René Barjavel,N/A,1968,https://openlibrary.org/works/OL8551775W
Prisoners of geography,Tim Marshall,N/A,2015,https://openlibrary.org/works/OL20010115W
The Love Hypothesis,Ali Hazelwood,N/A,2021,https://openlibrary.org/works/OL24178205W
The dragon can't dance,Earl Lovelace,N/A,1979,https://openlibrary.org/works/OL1845067W
Séptimo viaje al reino de la fantasía,"Elisabetta Dami, David Nel·lo",N/A,2011,https://openlibrary.org/works/OL16798490W
The Sicilian's Ruthless Marriage Revenge,Carole Mortimer,N/A,2007,https://openlibrary.org/works/OL3775369W
Legacy (Keeper of the Lost Cities #8),Shannon Messenger,N/A,2019,https://openlibrary.org/works/OL20653806W
Bread givers,Anzia Yezierska,N/A,1925,https://openlibrary.org/works/OL14866180W
Doomsday book,Connie Willis,N/A,1992,https://openlibrary.org/works/OL14858406W
How to Write a Movie in 21 Days,Viki King,N/A,1988,https://openlibrary.org/works/OL4114917W
Herbal medicine,"Dian Dincin Buchman, DIAN DINCIN. BUCHMAN",N/A,1979,https://openlibrary.org/works/OL2569571W
Libro de los seres imaginarios,Jorge Luis Borges,N/A,1967,https://openlibrary.org/works/OL110962W
Les Amities Particulaires,Roger Peyrefitte,N/A,1945,https://openlibrary.org/works/OL2434523W
A Court of Silver Flames,Sarah J. Maas,N/A,2021,https://openlibrary.org/works/OL21703979W
The 21 Irrefutable Laws of Leadership,John C. Maxwell,N/A,1998,https://openlibrary.org/works/OL28124W
Psychology and life,Floyd Leon Ruch,N/A,1937,https://openlibrary.org/works/OL1592929W
The Wings of the Dove,Henry James,N/A,1902,https://openlibrary.org/works/OL276397W
"The power of birthdays, stars & numbers",Saffi Crawford,N/A,1998,https://openlibrary.org/works/OL1857358W
Ceremony,"Leslie Silko, Silko, Leslie Marmon Silko",N/A,1977,https://openlibrary.org/works/OL2004614W
Lost connections,Johann Hari,N/A,2018,https://openlibrary.org/works/OL19729600W
The Daydreamer,Ian McEwan,N/A,1994,https://openlibrary.org/works/OL1855936W
The Crisscross Shadow,Franklin W. Dixon,N/A,1953,https://openlibrary.org/works/OL39954W
Fear Street - The Confession,Robert Lawrence Stine,N/A,1996,https://openlibrary.org/works/OL72242W
2 states,Chetan Bhagat,N/A,2009,https://openlibrary.org/works/OL15029319W
The Terror,Arthur Machen,N/A,1917,https://openlibrary.org/works/OL3389026W
Satirae,Horace,N/A,1763,https://openlibrary.org/works/OL15249113W
Tous les hommes sont mortels,Simone de Beauvoir,N/A,1946,https://openlibrary.org/works/OL767769W
Alone with You in the Ether,Olivie Blake,N/A,2020,https://openlibrary.org/works/OL27774839W
Getting the love you want,Harville Hendrix,N/A,1988,https://openlibrary.org/works/OL2998757W
The Island of Adventure,Enid Blyton,N/A,1944,https://openlibrary.org/works/OL1948161W
Of water and the spirit,"Malidoma Patrice Somé, Malidoma Patrice Some",N/A,1994,https://openlibrary.org/works/OL1887737W
The Host,Stephenie Meyer,N/A,2008,https://openlibrary.org/works/OL5720033W
The concubine,Elechi Amadi,N/A,1966,https://openlibrary.org/works/OL4921279W
Punished by Rewards,Alfie Kohn,N/A,1993,https://openlibrary.org/works/OL1908441W
The Hating Game,Sally Thorne,N/A,2016,https://openlibrary.org/works/OL20032935W
The slave community,"John W. Blassingame, John W. Blassingame",N/A,1972,https://openlibrary.org/works/OL6808599W
The compound effect,Darren Hardy,N/A,2010,https://openlibrary.org/works/OL20015609W
International Relations,"Joshua S. Goldstein, Jon C. Pevehouse, Jon C. Pevehouse",N/A,1994,https://openlibrary.org/works/OL1887437W
Tales from the Shadowhunter Academy,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Robin Wasserman",N/A,2016,https://openlibrary.org/works/OL19340381W
Identity and the life cycle,Erik H. Erikson,N/A,1959,https://openlibrary.org/works/OL1194362W
John Dies at the End,David Wong,N/A,2007,https://openlibrary.org/works/OL8378245W
Old Man’s War,John Scalzi,N/A,2005,https://openlibrary.org/works/OL5734647W
Nectar in a sieve,Kamala Markandaya,N/A,1954,https://openlibrary.org/works/OL5413105W
A Gathering of Old Men,Ernest J. Gaines,N/A,1983,https://openlibrary.org/works/OL2547243W
Wild seed,Octavia E. Butler,N/A,1980,https://openlibrary.org/works/OL35627W
Talons of Power,Tui T. Sutherland,N/A,2016,https://openlibrary.org/works/OL17616104W
Analysis for financial management,Robert C. Higgins,N/A,1983,https://openlibrary.org/works/OL2667692W
Fingerprints of the gods,Graham Hancock,N/A,1995,https://openlibrary.org/works/OL15016014W
Talk Like TED,Carmine Gallo,N/A,2014,https://openlibrary.org/works/OL17076301W
David goes to school,"David Shannon, Teresa Mlawer",N/A,1999,https://openlibrary.org/works/OL547369W
Composition Book,Harriet Flora,N/A,2020,https://openlibrary.org/works/OL30575577W
"Man, the manipulator",Everett L. Shostrom,N/A,1967,https://openlibrary.org/works/OL4465084W
The Beginning of Infinity,David Deutsch,N/A,2008,https://openlibrary.org/works/OL4325174W
Fourth Wing - The Empyrean #1,Rebecca Yarros,N/A,2023,https://openlibrary.org/works/OL29226517W
Drawing down the Moon,Margot Adler,N/A,1979,https://openlibrary.org/works/OL2849822W
Poems verses words of rhyme,Jumpin Media Books,N/A,2018,https://openlibrary.org/works/OL20538257W
Ragged Dick,"Horatio Alger, Jr.",N/A,1868,https://openlibrary.org/works/OL2341714W
Nevermoor,Jessica Townsend,N/A,2017,https://openlibrary.org/works/OL19347138W
Bloodlands,Timothy Snyder,N/A,2010,https://openlibrary.org/works/OL15688711W
"The Sea, the Sea",Iris Murdoch,N/A,1978,https://openlibrary.org/works/OL1326310W
The grammar of ornament,Owen Jones,N/A,1856,https://openlibrary.org/works/OL15836693W
How to Change Your Mind,Michael Pollan,N/A,2018,https://openlibrary.org/works/OL20159801W
The Secret His Mistress Carried,Lynne Graham,N/A,2014,https://openlibrary.org/works/OL17924222W
The Bullet Journal method,Ryder Carroll,N/A,2018,https://openlibrary.org/works/OL19764772W
The Legend of the Seventh Virgin,Victoria Holt,N/A,1964,https://openlibrary.org/works/OL3931484W
"Taking Charge of Your Fertility, 10th Anniversary Edition","Toni Weschler, Toni Weschler",N/A,1995,https://openlibrary.org/works/OL2908483W
The gap in the curtain,John Buchan,N/A,1900,https://openlibrary.org/works/OL76566W
The top five regrets of the dying,Bronnie Ware,N/A,2011,https://openlibrary.org/works/OL16730132W
"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions",Chimamanda Ngozi Adichie,N/A,2017,https://openlibrary.org/works/OL17640883W
La Gara Dei Supercuochi,Elisabetta Dami,N/A,2012,https://openlibrary.org/works/OL19985136W
Actions and Reactions,Rudyard Kipling,N/A,1909,https://openlibrary.org/works/OL20156W
Směšné lásky,Milan Kundera,N/A,1965,https://openlibrary.org/works/OL10423420W
The Citadel,A. J. Cronin,N/A,1937,https://openlibrary.org/works/OL4189809W
Fear Street - The New Boy,Robert Lawrence Stine,N/A,1993,https://openlibrary.org/works/OL72311W
Hallucinations,Oliver Sacks,N/A,2012,https://openlibrary.org/works/OL16490291W
Le Côté de Guermantes,Marcel Proust,N/A,1920,https://openlibrary.org/works/OL27213717W
Never Split the Difference,"Chris Voss, Tahl Raz",N/A,2016,https://openlibrary.org/works/OL18819818W
Storia del nuovo cognome,Elena Ferrante,N/A,2012,https://openlibrary.org/works/OL16807901W
Mastery,Robert Greene,N/A,2012,https://openlibrary.org/works/OL17429337W
The Queen of Nothing,"Holly Black, Caitlin Kelly, LitJoy Crate",N/A,2019,https://openlibrary.org/works/OL20485895W
The Greek's Forced Bride,Michelle Reid,N/A,2008,https://openlibrary.org/works/OL4233123W
George's Secret Key to the Universe,"Stephen Hawking, Lucy Hawking, Hugh Dancy",N/A,1998,https://openlibrary.org/works/OL5714585W
Diabetes Tagebuch,Karl Simpson,N/A,2020,https://openlibrary.org/works/OL21934297W
The Book of Life,Deborah Harkness,N/A,2014,https://openlibrary.org/works/OL17782786W
The Dialogues of Plato / The Seventh Letter,Πλάτων,N/A,1952,https://openlibrary.org/works/OL15100036W
The Fever Code,James Dashner,N/A,2016,https://openlibrary.org/works/OL18159946W
I Have Lived a Thousand Years,Livia Bitton-Jackson,N/A,1997,https://openlibrary.org/works/OL8199548W
Effective business communications,Herta A. Murphy,N/A,1972,https://openlibrary.org/works/OL15830350W
Demigods & magicians,Rick Riordan,N/A,2014,https://openlibrary.org/works/OL20024798W
The woman in black,Susan Hill,N/A,1984,https://openlibrary.org/works/OL937096W
Virgin for the Billionaire's Taking,Penny Jordan,N/A,2008,https://openlibrary.org/works/OL13693163W
The heart of the matter,Graham Greene,N/A,1948,https://openlibrary.org/works/OL106077W
We'll Always Have Summer,Jenny Han,N/A,2011,https://openlibrary.org/works/OL16211977W
Zapiski okhotnika,Ivan Sergeevich Turgenev,N/A,1895,https://openlibrary.org/works/OL43369W
Star Wars - The Old Republic - Revan,"Drew Karpyshyn, Diego de los Santos",N/A,2011,https://openlibrary.org/works/OL16529286W
The Velvet Tiger,Emma Darcy,N/A,1992,https://openlibrary.org/works/OL2959374W
The Heiress Bride,Lynne Graham,N/A,2002,https://openlibrary.org/works/OL3773927W
Das Mädchen Anne Frank,Melissa Müller,N/A,1998,https://openlibrary.org/works/OL1897469W
Only One Left,Todd Ritter,N/A,2023,https://openlibrary.org/works/OL29211540W
Salt to the Sea,Ruta Sepetys,N/A,2016,https://openlibrary.org/works/OL17359139W
Canne al vento,"Grazia Deledda, Qem Classic, A. Tuccillo, Martha King, Dolores Turchi, Guro Verlag",N/A,1913,https://openlibrary.org/works/OL1438050W
The Lottery,Shirley Jackson,N/A,1983,https://openlibrary.org/works/OL3171085W
The cat who walks through walls,Robert A. Heinlein,N/A,1985,https://openlibrary.org/works/OL59700W
The Goblin Emperor,Sarah Monette,N/A,2014,https://openlibrary.org/works/OL17270804W
Communion,"bell hooks, Montserrat Asensio Fernández",N/A,2002,https://openlibrary.org/works/OL277285W
The War I Finally Won,"Kimberly Brubaker Bradley, Josie Portillo",N/A,2017,https://openlibrary.org/works/OL19352868W
Black Feminist Thought,Patricia Hill Collins,N/A,1990,https://openlibrary.org/works/OL1870600W
The Andromeda Strain,Michael Crichton,N/A,1969,https://openlibrary.org/works/OL46909W
Salt,Mark Kurlansky,N/A,2002,https://openlibrary.org/works/OL2652890W
Как закалялась сталь,Nikolay Ostrovsky,N/A,1936,https://openlibrary.org/works/OL5174423W
In the Dream House,Carmen Maria Machado,N/A,2019,https://openlibrary.org/works/OL20470143W
A light in the attic,Shel Silverstein,N/A,1981,https://openlibrary.org/works/OL15843795W
Chip War,"Chris Miller, Chris Miller",N/A,2022,https://openlibrary.org/works/OL27846746W
The Lost Stradivarius,John Meade Falkner,N/A,1895,https://openlibrary.org/works/OL1352095W
"After (After Series, Book 1)",Anna Todd,N/A,2014,https://openlibrary.org/works/OL17719508W
Final del juego,Julio Cortázar,N/A,1956,https://openlibrary.org/works/OL276963W
Oakleaf Bearers,John Flanagan,N/A,2006,https://openlibrary.org/works/OL7988552W
The Crush,Sandra Brown,N/A,2002,https://openlibrary.org/works/OL167333W
Fear Street - The Rich Girl,Robert Lawrence Stine,N/A,1997,https://openlibrary.org/works/OL9964696W
The Path of the King,John Buchan,N/A,1921,https://openlibrary.org/works/OL76594W
Sommarboken,Tove Jansson,N/A,1972,https://openlibrary.org/works/OL2196010W
The better angels of our nature,Steven Pinker,N/A,2011,https://openlibrary.org/works/OL16239379W
The Jester,"James Patterson, Andrew Gross",N/A,2003,https://openlibrary.org/works/OL167161W
The antecedents of self-esteem / Stanley Coopersmith,"Stanley Coopersmith, Stanley Coopersmith",N/A,1967,https://openlibrary.org/works/OL3607143W
Still Me,Jojo Moyes,N/A,2018,https://openlibrary.org/works/OL17838448W
Back to Methuselah,George Bernard Shaw,N/A,1921,https://openlibrary.org/works/OL1066519W
Tress of the Emerald Sea,Brandon Sanderson,N/A,2023,https://openlibrary.org/works/OL28687656W
A Living Nightmare... (Cirque Du Freak #1),Darren Shan,N/A,2000,https://openlibrary.org/works/OL5727123W
Onyx Storm,Rebecca Yarros,N/A,2025,https://openlibrary.org/works/OL41943074W
The happiness advantage,Shawn Achor,N/A,2010,https://openlibrary.org/works/OL15674042W
The developing person through the life span,Kathleen Stassen Berger,N/A,1983,https://openlibrary.org/works/OL513403W
The Checklist Manifesto,Atul Gawande,N/A,2010,https://openlibrary.org/works/OL15436462W
Fear Street - The Boy Next Door,Robert Lawrence Stine,N/A,1996,https://openlibrary.org/works/OL72233W
The language of letting go,Melody Beattie,N/A,1990,https://openlibrary.org/works/OL45920W
Illuminae,"Amie Kaufman, Jay Kristoff",N/A,2014,https://openlibrary.org/works/OL17332741W
How I learned to drive,Paula Vogel,N/A,1997,https://openlibrary.org/works/OL2108613W
Ben and Me,"Robert Lawson, Kazuko Komine",N/A,1923,https://openlibrary.org/works/OL4234947W
Gray Hat Hacking,"Shon Harris, Allen Harper, Daniel Regalado, Ryan Linn, Stephen Sims, Branko Spasojevic, Linda Martinez, Michael Baucom, Chris Eagle, Jonathan Ness",N/A,2004,https://openlibrary.org/works/OL15111477W
If I die in a combat zone box me up and ship me home,Tim O'Brien,N/A,1969,https://openlibrary.org/works/OL22428W
The carpetbaggers,"Harold Robbins, Robbins                      H",N/A,1961,https://openlibrary.org/works/OL1816253W
キッチン,吉本 ばなな,N/A,1988,https://openlibrary.org/works/OL2637599W
Story Books,UCT School of Education,N/A,1995,https://openlibrary.org/works/OL9521135W
"Esther Waters, a novel",George Moore,N/A,1890,https://openlibrary.org/works/OL1381165W
Metodo della pedagogia scientifica,Maria Montessori,N/A,1912,https://openlibrary.org/works/OL1542661W
This is my God,Herman Wouk,N/A,1959,https://openlibrary.org/works/OL729145W
Harrow the Ninth,Tamsyn Muir,N/A,2020,https://openlibrary.org/works/OL20723256W
Dark Matter,Blake Crouch,N/A,2016,https://openlibrary.org/works/OL17358795W
Hidden bodies,Caroline Kepnes,N/A,2016,https://openlibrary.org/works/OL20005800W
Champion,"Marie Lu, Steven Kaplan, Mariel Stern",N/A,2013,https://openlibrary.org/works/OL17092593W
The Mitrokhin Archive II,"Christopher M. Andrew, CHRISTOPHER M. ANDREW, Christopher Andrew, Wassili Mitrochin",N/A,2005,https://openlibrary.org/works/OL894893W
The face in the abyss,A. Merritt,N/A,1931,https://openlibrary.org/works/OL4104764W
Daughter of the Siren Queen,Tricia Levenseller,N/A,2018,https://openlibrary.org/works/OL19737592W
Rendicion Inocente,Sara Craven,N/A,2009,https://openlibrary.org/works/OL17733454W
Once and Always,Judith McNaught,N/A,1987,https://openlibrary.org/works/OL152331W
Shapes in the Sky: A Book About Clouds (Amazing Science: Weather),"Josepha Sherman, Omarr Wesley",N/A,2003,https://openlibrary.org/works/OL742483W
The Ruins of Gorlan,John Flanagan,N/A,2004,https://openlibrary.org/works/OL7988545W
She Who Became the Sun,Shelley Parker-Chan,N/A,2021,https://openlibrary.org/works/OL24184009W
The Parasite,Arthur Conan Doyle,N/A,1894,https://openlibrary.org/works/OL262564W
Patternmaking for fashion design,Helen Joseph Armstrong,N/A,1987,https://openlibrary.org/works/OL3514475W
The anatomy of motive,"John E. Douglas, John Douglas, Mark Olshaker",N/A,1999,https://openlibrary.org/works/OL15211798W
The case for Christ,Lee Strobel,N/A,1998,https://openlibrary.org/works/OL1827692W
The Navigator,"Clive Cussler, Paul Kemprecos",N/A,2005,https://openlibrary.org/works/OL84879W
The Ultimate Sales Machine,Chet Holmes,N/A,2007,https://openlibrary.org/works/OL9176664W
The Hundred Years' War on Palestine,"Rashid Khalidi, Francisco Ramos",N/A,2020,https://openlibrary.org/works/OL20667220W
Radical acceptance,"Tara Brach, Cassandra Campbell, Alejandro Pareja Rodríguez",N/A,2003,https://openlibrary.org/works/OL15844781W
Wild at Heart,John Eldredge,N/A,2001,https://openlibrary.org/works/OL4046227W
Fear Street - Halloween Party,Robert Lawrence Stine,N/A,1990,https://openlibrary.org/works/OL72384W
How to Make Money in Stocks,William J. O'Neil,N/A,1988,https://openlibrary.org/works/OL3498124W
Salute to Adventurers,John Buchan,N/A,1900,https://openlibrary.org/works/OL76590W
Do you want to be my friend?,Eric Carle,N/A,1971,https://openlibrary.org/works/OL52967W
The life cycle completed,Erik H. Erikson,N/A,1982,https://openlibrary.org/works/OL1194361W
Brewster's millions,George Barr McCutcheon,N/A,1902,https://openlibrary.org/works/OL24259W
"Mujeres, Raza Y Clase (Cuestiones De Antagonismo)","Angela Y. Davis, Ana Varela Mateos, Pastora Filigrana Garcia",N/A,1981,https://openlibrary.org/works/OL2709375W
Feminist theory,"bell hooks, Noomi B. Grüsig, Nassira Hedjerassi",N/A,1984,https://openlibrary.org/works/OL31115W
How to read literature like a professor,Thomas C. Foster,N/A,2002,https://openlibrary.org/works/OL3457506W
The Vampire Diaries,Lisa Jane Smith,N/A,1991,https://openlibrary.org/works/OL19089954W
The Poison Jungle,Tui T. Sutherland,N/A,2019,https://openlibrary.org/works/OL19665944W
Night Chills,Dean Koontz,N/A,1976,https://openlibrary.org/works/OL263291W
Lo smeraldo del principe indiano,Elisabetta Dami,N/A,2010,https://openlibrary.org/works/OL16796139W
The diagnosis & correction of vocal faults,James C. McKinney,N/A,1982,https://openlibrary.org/works/OL1704587W
Astérix Légionnaire,"René Goscinny, Albert Uderzo",N/A,1967,https://openlibrary.org/works/OL267636W
Replay,Ken Grimwood,N/A,1986,https://openlibrary.org/works/OL2252098W
The Flying Inn,Gilbert Keith Chesterton,N/A,1914,https://openlibrary.org/works/OL76344W
The 57 Bus,Dashka Slater,N/A,2017,https://openlibrary.org/works/OL17856784W
Neverseen,Shannon Messenger,N/A,2015,https://openlibrary.org/works/OL17714887W
Physics of the Impossible,Michio Kaku,N/A,2008,https://openlibrary.org/works/OL14861736W
The Arrival,Shaun Tan,N/A,2006,https://openlibrary.org/works/OL5934430W
The Toothpaste Millionaire,Jean Merrill,N/A,1972,https://openlibrary.org/works/OL4104666W
Falkner,Mary Shelley,N/A,1837,https://openlibrary.org/works/OL449979W
Beneath the Attic,V. C. Andrews,N/A,2019,https://openlibrary.org/works/OL20104759W
The Devil's Pawn,Yvonne Whittal,N/A,1984,https://openlibrary.org/works/OL4225435W
The Flawed Marriage,Penny Jordan,N/A,1983,https://openlibrary.org/works/OL11327946W
The Hut Six Story,Gordon Welchman,N/A,1982,https://openlibrary.org/works/OL2112420W
Spook Who Sat by Door,"Sam Greenlee, Sam Greenlee, Natiki Hope Pressley",N/A,1969,https://openlibrary.org/works/OL4802234W
The Flatshare,Beth O'Leary,N/A,2019,https://openlibrary.org/works/OL20664315W
Atlas of the Heart,Brené Brown,N/A,2021,https://openlibrary.org/works/OL25023471W
Daughter of the pirate king,Tricia Levenseller,N/A,2017,https://openlibrary.org/works/OL19737591W
Full catastrophe living,Jon Kabat-Zinn,N/A,1990,https://openlibrary.org/works/OL3930535W
On photography,Susan Sontag,N/A,1977,https://openlibrary.org/works/OL496476W
Snow,Orhan Pamuk,N/A,2002,https://openlibrary.org/works/OL16064734W
